rank,candidate_id,final_score,professional_band,band_id,subtype,current_title,headline,years_experience,current_company,industry,location,career_titles,current_work_evidence,negative_evidence,risk_flags,open_to_work,last_active_date,response_rate,response_hours,notice_period_days,willing_to_relocate,target_location,reasoning,professional_band_score,current_work_subtype_score,retrieval_search_ranking_score,vector_embedding_hybrid_score,production_ml_system_score,evaluation_maturity_score,python_backend_platform_score,product_shipper_score,experience_fit_score,skill_corroboration_score,behavior_fit_score,logistics_fit_score,near_miss_penalty,coherence_risk_penalty
57,CAND_0017960,176.889120,direct_search_ranking,4,search_ranking,Recommendation Systems Engineer,"Recommendation Systems Engineer | ML, NLP, Recommendation Systems",7.7,Nykaa,E-commerce,"Bangalore, Karnataka",Recommendation Systems Engineer | NLP Engineer | Search Engineer,Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM.,,weak:repeated_role_description,True,2026-04-27,0.720,35.2,60,True,False,Recommendation Systems Engineer with 7.7 years at Nykaa; shipped discovery ranking and analyzed which offline metrics predicted A/B outcomes. The profile is open to work with a 0.72 recruiter response rate and 60-day notice.,102.000000,10.000000,20.000000,4.483520,8.675600,12.000000,0.880000,5.000000,8.000000,0.000000,4.000000,1.850000,0.000000,0.000000
58,CAND_0093912,176.752280,direct_search_ranking,4,search_ranking,Senior Data Scientist,"Senior Data Scientist | Search, Ranking & Retrieval",5.3,Razorpay,Fintech,"Chandigarh, Chandigarh",Senior Data Scientist | Search Engineer | AI Engineer,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Milvus assessment 75.4/100",,weak:skill_duration_overrun | weak:repeated_role_description,True,2026-05-11,0.660,39.7,30,False,False,"Career evidence from this Senior Data Scientist (5.3 years) owned the search ranker, relevance-labeling pipeline, features, and training/evaluation workflow. Hiring feasibility is tempered because location/relocation fit is weaker.",102.000000,10.000000,20.000000,4.790080,4.243200,12.000000,4.669000,5.000000,8.000000,1.050000,4.000000,1.450000,0.000000,0.450000
59,CAND_0075249,176.743040,direct_search_ranking,4,semantic_search,Applied ML Engineer,"Applied ML Engineer | Search, Ranking & Retrieval",6.2,Zomato,Food Delivery,"Ahmedabad, Gujarat",Applied ML Engineer | Search Engineer,Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Sentence Transformers assessment 80.7/100,,,True,2026-04-09,0.820,23.8,45,False,False,"At Zomato, this Applied ML Engineer built a 10M-user recommender using embedding similarity, engagement features, and A/B testing, directly supporting Redrob's intelligence-layer mandate. The profile records a 0.82 recruiter response rate and 45-day notice; location/relocation fit is weaker.",102.000000,9.000000,16.506240,8.000000,10.608400,7.900000,2.828400,5.000000,8.000000,2.250000,4.000000,0.650000,0.000000,0.000000
60,CAND_0030348,176.724920,direct_search_ranking,4,semantic_search,Machine Learning Engineer,"Machine Learning Engineer | ML, NLP, Recommendation Systems",4.5,BYJU'S,EdTech,"Noida, Uttar Pradesh",Machine Learning Engineer | Senior Data Scientist,Developed a semantic search feature for an internal knowledge base of ~500K documents.,,weak:skill_duration_overrun,True,2026-03-30,0.540,30.9,45,False,True,This 4.5-year Machine Learning Engineer built sentence-transformer/FAISS semantic search and validated relevance beyond keyword BM25. A 0.54 response rate and 45-day notice make the profile workable for outreach.,102.000000,9.000000,19.173120,8.000000,9.378400,9.600000,1.923400,5.000000,5.500000,0.900000,4.000000,2.250000,0.000000,0.000000
61,CAND_0018722,176.322400,direct_search_ranking,4,semantic_search,Recommendation Systems Engineer,"Recommendation Systems Engineer | Search, Ranking & Retrieval",6.6,Saarthi.ai,Voice AI,Toronto,Recommendation Systems Engineer | Machine Learning Engineer | Applied ML Engineer,Developed a semantic search feature for an internal knowledge base of ~500K documents.,90-day notice period,weak:repeated_role_description,True,2026-04-24,0.790,5.2,90,True,False,Recommendation Systems Engineer with 6.6 years at Saarthi.ai; built sentence-transformer/FAISS semantic search and validated relevance beyond keyword BM25. Main concern: notice period is 90 days.,102.000000,9.000000,20.000000,8.000000,6.355600,11.723000,1.923400,4.320400,8.000000,0.450000,4.000000,0.550000,0.000000,0.000000
62,CAND_0044222,175.953120,direct_search_ranking,4,semantic_search,AI Engineer,"AI Engineer | ML, NLP, Recommendation Systems",7.7,PolicyBazaar,Insurance Tech,"Vizag, Andhra Pradesh",AI Engineer | AI Engineer,Developed a semantic search feature for an internal knowledge base of ~500K documents. | Vector Search assessment 52.4/100,,,True,2026-05-15,0.600,47.0,60,False,False,Career evidence from this AI Engineer (7.7 years) built sentence-transformer/FAISS semantic search and validated relevance beyond keyword BM25. Hiring feasibility is tempered because location/relocation fit is weaker.,102.000000,9.000000,19.173120,8.000000,7.680000,12.000000,0.000000,5.000000,8.000000,0.450000,4.000000,0.650000,0.000000,0.000000
63,CAND_0047721,175.870080,direct_search_ranking,4,semantic_search,Senior Data Scientist,"Senior Data Scientist | ML, NLP, Recommendation Systems",7.0,Microsoft,Software,"Coimbatore, Tamil Nadu",Senior Data Scientist | NLP Engineer,Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Information Retrieval assessment 87.8/100,not marked open to work | 90-day notice period,,False,2026-04-05,0.490,59.7,90,True,False,"At Microsoft, this Senior Data Scientist built a 10M-user recommender using embedding similarity, engagement features, and A/B testing, directly supporting Redrob's intelligence-layer mandate. The profile records a 0.49 recruiter response rate and 90-day notice; not marked open to work and notice period is 90 days.",102.000000,9.000000,19.002240,5.165440,8.288400,10.023000,4.469000,5.000000,8.000000,2.850000,1.522000,0.550000,0.000000,0.000000
64,CAND_0051292,175.858800,direct_search_ranking,4,search_ranking,Applied ML Engineer,Applied ML Engineer | Applied ML | Building intelligent products,5.2,Freshworks,SaaS,"Trivandrum, Kerala",Applied ML Engineer | Search Engineer | Search Engineer,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.",,weak:skill_duration_overrun,True,2026-04-12,0.520,14.3,30,False,False,"This 5.2-year Applied ML Engineer owned the search ranker, relevance-labeling pipeline, features, and training/evaluation workflow. Relative to nearby candidates, location/relocation fit is weaker.",102.000000,10.000000,20.000000,5.550400,3.680000,12.000000,2.828400,5.000000,8.000000,1.350000,4.000000,1.450000,0.000000,0.000000
65,CAND_0061339,175.842580,direct_search_ranking,4,semantic_search,Search Engineer,Search Engineer | Applied ML | Building intelligent products,4.2,Rephrase.ai,AI/ML,"Chandigarh, Chandigarh",Search Engineer | Senior Data Scientist | Applied ML Engineer,Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Information Retrieval assessment 51.8/100,90-day notice period,weak:activity_before_signup | weak:skill_duration_overrun | weak:repeated_role_description,True,2026-04-06,0.900,63.1,90,True,False,"Search Engineer with 4.2 years at Rephrase.ai; built a 10M-user recommender using embedding similarity, engagement features, and A/B testing. Main concern: notice period is 90 days.",102.000000,9.000000,19.653600,6.167680,10.608400,11.484500,3.028400,5.000000,5.500000,0.000000,4.000000,0.300000,0.000000,0.900000
66,CAND_0011162,175.833360,direct_search_ranking,4,search_ranking,Recommendation Systems Engineer,"Recommendation Systems Engineer | ML, NLP, Recommendation Systems",5.8,upGrad,EdTech,"Coimbatore, Tamil Nadu",Recommendation Systems Engineer | Recommendation Systems Engineer | Machine Learning Engineer,Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM.,90-day notice period,weak:skill_duration_overrun,True,2026-05-10,0.750,45.3,90,True,False,Career evidence from this Recommendation Systems Engineer (5.8 years) shipped discovery ranking and analyzed which offline metrics predicted A/B outcomes. Hiring feasibility is tempered because notice period is 90 days.,102.000000,10.000000,20.000000,1.992960,10.000000,12.000000,1.840400,5.000000,8.000000,0.450000,4.000000,0.550000,0.000000,0.000000
67,CAND_0054123,175.621120,direct_search_ranking,4,semantic_search,Applied ML Engineer,"Applied ML Engineer | Search, Ranking & Retrieval",4.7,Meta,Internet,"Gurgaon, Haryana",Applied ML Engineer | AI Engineer,Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Python assessment 92.0/100,not marked open to work,weak:skill_duration_overrun,False,2026-05-08,0.870,72.8,60,False,True,"At Meta, this Applied ML Engineer built a 10M-user recommender using embedding similarity, engagement features, and A/B testing, directly supporting Redrob's intelligence-layer mandate. The profile records a 0.87 recruiter response rate and 60-day notice; not marked open to work.",102.000000,9.000000,15.621120,8.000000,11.603600,9.600000,3.028400,5.000000,5.500000,1.650000,2.368000,2.250000,0.000000,0.000000
68,CAND_0069905,175.599400,direct_search_ranking,4,semantic_search,Applied ML Engineer,"Applied ML Engineer | Search, Ranking & Retrieval",6.6,Sarvam AI,AI/ML,"Bhubaneswar, Odisha",Applied ML Engineer | Machine Learning Engineer | Recommendation Systems Engineer,Developed a semantic search feature for an internal knowledge base of ~500K documents.,90-day notice period,weak:repeated_role_description,True,2026-04-21,0.780,68.8,90,True,False,"This 6.6-year Applied ML Engineer built sentence-transformer/FAISS semantic search and validated relevance beyond keyword BM25. Relative to nearby candidates, notice period is 90 days.",102.000000,9.000000,20.000000,8.000000,8.675600,10.801000,0.282800,3.840000,8.000000,0.450000,4.000000,0.550000,0.000000,0.000000
69,CAND_0062247,175.443800,direct_search_ranking,4,semantic_search,AI Engineer,"AI Engineer | ML, NLP, Recommendation Systems",7.3,Google,Internet,"Kochi, Kerala",AI Engineer | NLP Engineer,Developed a semantic search feature for an internal knowledge base of ~500K documents.,,,True,2026-04-23,0.780,21.0,30,True,False,AI Engineer with 7.3 years at Google; built sentence-transformer/FAISS semantic search and validated relevance beyond keyword BM25. The profile is open to work with a 0.78 recruiter response rate and 30-day notice.,102.000000,9.000000,20.000000,8.000000,5.360000,10.023000,1.640400,4.320400,8.000000,0.450000,4.000000,2.650000,0.000000,0.000000
70,CAND_0006557,175.395000,direct_search_ranking,4,search_ranking,NLP Engineer,"NLP Engineer | Search, Ranking & Retrieval",7.9,Paytm,Fintech,"Jaipur, Rajasthan",NLP Engineer | Recommendation Systems Engineer,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Elasticsearch assessment 76.2/100",120-day notice period,,True,2026-04-10,0.630,36.7,120,True,False,"Career evidence from this NLP Engineer (7.9 years) owned the search ranker, relevance-labeling pipeline, features, and training/evaluation workflow. Hiring feasibility is tempered because notice period is 120 days.",102.000000,10.000000,19.163040,3.471360,5.941600,12.000000,4.469000,5.000000,8.000000,1.800000,4.000000,-0.450000,0.000000,0.000000
71,CAND_0091909,175.390340,direct_search_ranking,4,semantic_search,Machine Learning Engineer,"Machine Learning Engineer | ML, NLP, Recommendation Systems",6.9,Rephrase.ai,AI/ML,"Bangalore, Karnataka",Machine Learning Engineer | NLP Engineer,Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Image Classification assessment 89.5/100,,,True,2026-03-18,0.650,27.7,45,True,False,"At Rephrase.ai, this Machine Learning Engineer built a 10M-user recommender using embedding similarity, engagement features, and A/B testing, directly supporting Redrob's intelligence-layer mandate. They are open to work and the recorded notice period is 45 days.",102.000000,9.000000,14.853600,5.165440,10.608400,11.484500,2.828400,5.000000,8.000000,0.600000,4.000000,1.850000,0.000000,0.000000
72,CAND_0031593,175.366360,direct_search_ranking,4,search_ranking,Search Engineer,"Search Engineer | ML, NLP, Recommendation Systems",7.8,Genpact AI,AI Services,"Kolkata, West Bengal",Search Engineer | NLP Engineer | Search Engineer,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.",90-day notice period,,True,2026-03-19,0.580,6.9,90,True,False,"This 7.8-year Search Engineer owned the search ranker, relevance-labeling pipeline, features, and training/evaluation workflow. Relative to nearby candidates, notice period is 90 days.",102.000000,10.000000,20.000000,3.768960,5.378400,12.000000,4.469000,5.000000,8.000000,0.450000,4.000000,0.300000,0.000000,0.000000
73,CAND_0001610,175.304900,direct_search_ranking,4,semantic_search,Machine Learning Engineer,Machine Learning Engineer | Applied ML | Building intelligent products,3.0,Dream11,Gaming,"Trivandrum, Kerala",Machine Learning Engineer | Senior Data Scientist | Machine Learning Engineer,Developed a semantic search feature for an internal knowledge base of ~500K documents.,90-day notice period,weak:skill_duration_overrun,True,2026-04-12,0.570,38.6,90,True,False,Machine Learning Engineer with 3.0 years at Dream11; built sentence-transformer/FAISS semantic search and validated relevance beyond keyword BM25. Main concern: 3.0 years is below the preferred experience band and notice period is 90 days.,102.000000,9.000000,20.000000,8.000000,10.000000,11.484500,2.320400,5.000000,2.500000,0.450000,4.000000,0.550000,0.000000,0.000000
74,CAND_0054394,175.147400,direct_search_ranking,4,semantic_search,Recommendation Systems Engineer,"Recommendation Systems Engineer | Search, Ranking & Retrieval",4.1,PharmEasy,HealthTech,"Pune, Maharashtra",Recommendation Systems Engineer | NLP Engineer,Developed a semantic search feature for an internal knowledge base of ~500K documents.,,weak:skill_duration_overrun,True,2026-05-04,0.640,79.4,30,False,True,"Career evidence from this Recommendation Systems Engineer (4.1 years) built sentence-transformer/FAISS semantic search and validated relevance beyond keyword BM25. Availability signals are supportive: open to work, 0.64 response rate, and 30-day notice.",102.000000,9.000000,20.000000,7.608000,6.355600,11.723000,1.640400,4.320400,5.500000,0.000000,4.000000,3.000000,0.000000,0.000000
75,CAND_0058575,175.109760,direct_search_ranking,4,semantic_search,AI Engineer,AI Engineer | Applied ML | Building intelligent products,5.8,Krutrim,AI/ML,"Chennai, Tamil Nadu",AI Engineer | Search Engineer | Search Engineer,Developed a semantic search feature for an internal knowledge base of ~500K documents.,90-day notice period,weak:skill_duration_overrun,True,2026-04-05,0.690,16.1,90,True,False,"At Krutrim, this AI Engineer built sentence-transformer/FAISS semantic search and validated relevance beyond keyword BM25, directly supporting Redrob's intelligence-layer mandate. The profile records a 0.69 recruiter response rate and 90-day notice; notice period is 90 days.",102.000000,9.000000,16.484160,8.000000,11.360000,10.304000,0.000000,4.961600,8.000000,0.450000,4.000000,0.550000,0.000000,0.000000
76,CAND_0000031,175.048400,direct_search_ranking,4,search_ranking,Recommendation Systems Engineer,"Recommendation Systems Engineer | Search, Ranking & Retrieval",6.0,Swiggy,Food Delivery,"Hyderabad, Telangana",Recommendation Systems Engineer | Search Engineer | NLP Engineer | Applied ML Engineer,Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | MLflow assessment 75.1/100,,weak:skill_duration_overrun | weak:repeated_role_description,True,2026-05-24,0.910,76.1,60,True,True,This 6.0-year Recommendation Systems Engineer shipped discovery ranking and analyzed which offline metrics predicted A/B outcomes. A 0.91 response rate and 60-day notice make the profile workable for outreach.,102.000000,10.000000,20.000000,1.728000,7.680000,12.000000,1.640400,5.000000,8.000000,1.200000,4.000000,2.250000,0.000000,0.450000
77,CAND_0075574,174.942960,direct_search_ranking,4,search_ranking,Machine Learning Engineer,"Machine Learning Engineer | ML, NLP, Recommendation Systems",5.7,Haptik,Conversational AI,"Bangalore, Karnataka",Machine Learning Engineer | Machine Learning Engineer | NLP Engineer,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | pgvector assessment 82.9/100",,weak:skill_duration_overrun,True,2026-05-17,0.580,44.7,60,True,False,"Machine Learning Engineer with 5.7 years at Haptik; owned the search ranker, relevance-labeling pipeline, features, and training/evaluation workflow. The profile is open to work with a 0.58 recruiter response rate and 60-day notice.",102.000000,10.000000,20.000000,3.471360,4.243200,12.000000,2.828400,5.000000,8.000000,1.800000,4.000000,1.600000,0.000000,0.000000
78,CAND_0014440,174.842600,direct_search_ranking,4,search_ranking,Recommendation Systems Engineer,"Recommendation Systems Engineer | Search, Ranking & Retrieval",6.4,CRED,Fintech,"Chennai, Tamil Nadu",Recommendation Systems Engineer | NLP Engineer | NLP Engineer,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Elasticsearch assessment 58.1/100",,weak:repeated_role_description,True,2026-05-10,0.640,14.6,60,False,False,"Career evidence from this Recommendation Systems Engineer (6.4 years) owned the search ranker, relevance-labeling pipeline, features, and training/evaluation workflow. Hiring feasibility is tempered because location/relocation fit is weaker.",102.000000,10.000000,20.000000,1.728000,6.995600,12.000000,4.469000,5.000000,8.000000,0.000000,4.000000,0.650000,0.000000,0.000000
79,CAND_0083307,174.603360,direct_search_ranking,4,relevance_ownership,Search Engineer,"Search Engineer | Search, Ranking & Retrieval",7.8,CRED,Fintech,"Vizag, Andhra Pradesh",Search Engineer | Machine Learning Engineer | Machine Learning Engineer | NLP Engineer,"Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) and the answer-generation layer (initially GPT-4, then a fine-tuned smaller model for cost control).",120-day notice period,weak:repeated_role_description,True,2026-03-21,0.700,25.7,120,False,False,"At CRED, this Search Engineer owns a production relevance system with explicit evaluation and operational evidence, directly supporting Redrob's intelligence-layer mandate. The profile records a 0.70 recruiter response rate and 120-day notice; notice period is 120 days and location/relocation fit is weaker.",102.000000,12.000000,19.052160,8.000000,5.040000,12.000000,1.840400,2.970800,8.000000,1.350000,4.000000,-1.650000,0.000000,0.000000
80,CAND_0050876,174.494840,direct_search_ranking,4,search_ranking,Applied ML Engineer,"Applied ML Engineer | ML, NLP, Recommendation Systems",6.0,Freshworks,SaaS,"Kolkata, West Bengal",Applied ML Engineer | AI Engineer | Recommendation Systems Engineer,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | FAISS assessment 81.1/100",90-day notice period,weak:skill_duration_overrun | weak:repeated_role_description,True,2026-05-26,0.670,79.5,90,False,False,"This 6.0-year Applied ML Engineer owned the search ranker, relevance-labeling pipeline, features, and training/evaluation workflow. Relative to nearby candidates, notice period is 90 days and location/relocation fit is weaker.",102.000000,10.000000,20.000000,3.264640,5.378400,12.000000,4.751800,5.000000,8.000000,1.200000,4.000000,-0.650000,0.000000,0.450000
81,CAND_0098846,174.197120,direct_search_ranking,4,search_ranking,AI Engineer,"AI Engineer | Search, Ranking & Retrieval",7.6,upGrad,EdTech,"Indore, Madhya Pradesh",AI Engineer | Machine Learning Engineer | Search Engineer | Search Engineer,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.",,weak:repeated_role_description,True,2026-04-23,0.620,12.0,45,True,False,"AI Engineer with 7.6 years at upGrad; owned the search ranker, relevance-labeling pipeline, features, and training/evaluation workflow. The profile is open to work with a 0.62 recruiter response rate and 45-day notice.",102.000000,10.000000,18.010080,2.944640,6.995600,12.000000,2.828400,4.668400,8.000000,0.900000,4.000000,1.850000,0.000000,0.000000
82,CAND_0036184,173.760000,direct_search_ranking,4,semantic_search,Recommendation Systems Engineer,Recommendation Systems Engineer | Applied ML | Building intelligent products,6.0,CRED,Fintech,"Trivandrum, Kerala",Recommendation Systems Engineer | AI Engineer,Developed a semantic search feature for an internal knowledge base of ~500K documents. | Hugging Face Transformers assessment 67.9/100,,weak:skill_duration_overrun | weak:repeated_role_description,True,2026-05-26,0.900,52.3,30,False,False,Career evidence from this Recommendation Systems Engineer (6.0 years) built sentence-transformer/FAISS semantic search and validated relevance beyond keyword BM25. Hiring feasibility is tempered because location/relocation fit is weaker.,102.000000,9.000000,20.000000,8.000000,7.680000,7.900000,0.000000,4.680000,8.000000,1.500000,4.000000,1.450000,0.000000,0.450000
83,CAND_0029367,173.461000,direct_search_ranking,4,semantic_search,Senior Data Scientist,Senior Data Scientist | Applied ML | Building intelligent products,5.7,Rephrase.ai,AI/ML,"Bangalore, Karnataka",Senior Data Scientist | Applied ML Engineer | AI Engineer,Developed a semantic search feature for an internal knowledge base of ~500K documents. | MLflow assessment 87.7/100,90-day notice period,weak:salary_range_inverted | weak:skill_duration_overrun | weak:repeated_role_description,True,2026-05-20,0.770,7.8,90,False,False,"At Rephrase.ai, this Senior Data Scientist built sentence-transformer/FAISS semantic search and validated relevance beyond keyword BM25, directly supporting Redrob's intelligence-layer mandate. The profile records a 0.77 recruiter response rate and 90-day notice; notice period is 90 days and location/relocation fit is weaker.",102.000000,9.000000,20.000000,8.000000,7.680000,9.101000,0.000000,4.680000,8.000000,2.550000,4.000000,-0.650000,0.000000,0.900000
84,CAND_0046064,173.421400,direct_search_ranking,4,applied_ml,Senior NLP Engineer,"Senior NLP Engineer | LLMs, RAG, Vector Search | ex-Top Tech",8.9,Salesforce,Software,"Coimbatore, Tamil Nadu",Senior NLP Engineer | Lead AI Engineer | Senior ML Engineer — Search & Ranking,"Built the data curation pipeline that generated 200K high-quality preference pairs from recruiter labels, plus the eval harness using both ranking metrics and human-quality scores. | Python assessment 64.1/100",,,True,2026-04-26,0.780,40.8,30,False,False,"This 8.9-year Senior NLP Engineer has shipped applied-ML work with concrete modeling and production evidence. Relative to nearby candidates, location/relocation fit is weaker.",102.000000,4.000000,14.791200,7.982400,12.000000,10.077000,2.200000,4.970800,8.000000,1.950000,4.000000,1.450000,0.000000,0.000000
85,CAND_0070202,173.336780,direct_search_ranking,4,search_ranking,Machine Learning Engineer,"Machine Learning Engineer | Search, Ranking & Retrieval",5.1,BYJU'S,EdTech,"Jaipur, Rajasthan",Machine Learning Engineer | Search Engineer,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Learning to Rank assessment 81.5/100",not marked open to work | 90-day notice period,,False,2026-05-20,0.600,11.5,90,False,False,"Machine Learning Engineer with 5.1 years at BYJU'S; owned the search ranker, relevance-labeling pipeline, features, and training/evaluation workflow. Main concern: not marked open to work and notice period is 90 days.",102.000000,10.000000,20.000000,4.266880,5.378400,11.560500,4.669000,5.000000,8.000000,1.050000,2.062000,-0.650000,0.000000,0.000000
86,CAND_0076251,173.040080,direct_search_ranking,4,semantic_search,Search Engineer,"Search Engineer | Search, Ranking & Retrieval",7.6,Haptik,Conversational AI,"Bhubaneswar, Odisha",Search Engineer | Senior Data Scientist | Machine Learning Engineer,Developed a semantic search feature for an internal knowledge base of ~500K documents. | Weaviate assessment 76.3/100,,weak:repeated_role_description,True,2026-04-15,0.510,24.1,60,True,False,"Career evidence from this Search Engineer (7.6 years) built sentence-transformer/FAISS semantic search and validated relevance beyond keyword BM25. Availability signals are supportive: open to work, 0.51 response rate, and 60-day notice.",102.000000,9.000000,17.722080,8.000000,10.000000,6.700000,0.200000,3.840000,8.000000,2.100000,3.628000,1.850000,0.000000,0.000000
87,CAND_0066999,172.595620,direct_search_ranking,4,search_ranking,Recommendation Systems Engineer,Recommendation Systems Engineer | Applied ML | Building intelligent products,5.9,Microsoft,Software,"Delhi, Delhi",Recommendation Systems Engineer | Senior Data Scientist,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Pinecone assessment 90.3/100",,weak:skill_duration_overrun,True,2026-04-05,0.630,11.2,15,True,True,"At Microsoft, this Recommendation Systems Engineer owned the search ranker, relevance-labeling pipeline, features, and training/evaluation workflow, directly supporting Redrob's intelligence-layer mandate. They are open to work and the recorded notice period is 15 days.",102.000000,10.000000,18.528000,0.715520,6.563200,10.360500,2.828400,5.000000,8.000000,1.800000,4.000000,2.800000,0.000000,0.000000
88,CAND_0036437,172.538920,direct_search_ranking,4,search_ranking,Search Engineer,"Search Engineer | Search, Ranking & Retrieval",4.8,Rephrase.ai,AI/ML,"Kolkata, West Bengal",Search Engineer | Machine Learning Engineer | AI Engineer,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | OpenSearch assessment 81.2/100",not marked open to work,weak:skill_duration_overrun | weak:repeated_role_description,False,2026-05-14,0.870,35.0,30,True,False,"This 4.8-year Search Engineer owned the search ranker, relevance-labeling pipeline, features, and training/evaluation workflow. Relative to nearby candidates, not marked open to work.",102.000000,10.000000,20.000000,0.846720,6.563200,12.000000,4.469000,5.000000,5.500000,1.650000,2.560000,2.400000,0.000000,0.450000
89,CAND_0061655,172.367880,direct_search_ranking,4,search_ranking,Machine Learning Engineer,"Machine Learning Engineer | ML, NLP, Recommendation Systems",4.6,Krutrim,AI/ML,"Jaipur, Rajasthan",Machine Learning Engineer | Recommendation Systems Engineer,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.",not marked open to work,weak:skill_duration_overrun,False,2026-05-21,0.880,47.8,15,False,False,"Machine Learning Engineer with 4.6 years at Krutrim; owned the search ranker, relevance-labeling pipeline, features, and training/evaluation workflow. Main concern: not marked open to work and location/relocation fit is weaker.",102.000000,10.000000,20.000000,3.340480,5.378400,12.000000,4.669000,5.000000,5.500000,0.450000,2.580000,1.450000,0.000000,0.000000
90,CAND_0070485,172.270320,direct_search_ranking,4,semantic_search,Search Engineer,"Search Engineer | ML, NLP, Recommendation Systems",6.4,Saarthi.ai,Voice AI,"Coimbatore, Tamil Nadu",Search Engineer | Machine Learning Engineer,Developed a semantic search feature for an internal knowledge base of ~500K documents. | FAISS assessment 50.4/100,120-day notice period,,True,2026-04-02,0.450,63.6,120,False,False,Career evidence from this Search Engineer (6.4 years) built sentence-transformer/FAISS semantic search and validated relevance beyond keyword BM25. Hiring feasibility is tempered because notice period is 120 days and location/relocation fit is weaker.,102.000000,9.000000,20.000000,7.475520,5.360000,11.723000,1.923400,4.320400,8.000000,0.450000,3.668000,-1.650000,0.000000,0.000000
91,CAND_0078002,172.149000,direct_search_ranking,4,search_ranking,Machine Learning Engineer,"Machine Learning Engineer | Search, Ranking & Retrieval",6.3,Meta,Internet,"Coimbatore, Tamil Nadu",Machine Learning Engineer | Applied ML Engineer | Senior Data Scientist,Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | pgvector assessment 80.2/100,,weak:skill_duration_overrun | weak:repeated_role_description,True,2026-04-21,0.860,54.2,60,False,False,"At Meta, this Machine Learning Engineer shipped discovery ranking and analyzed which offline metrics predicted A/B outcomes, directly supporting Redrob's intelligence-layer mandate. The profile records a 0.86 recruiter response rate and 60-day notice; location/relocation fit is weaker.",102.000000,10.000000,13.988160,3.077440,11.360000,12.000000,1.923400,5.000000,8.000000,0.600000,4.000000,0.650000,0.000000,0.450000
92,CAND_0015528,172.122600,direct_search_ranking,4,semantic_search,Applied ML Engineer,Applied ML Engineer | Applied ML | Building intelligent products,7.4,Krutrim,AI/ML,"Coimbatore, Tamil Nadu",Applied ML Engineer | Senior Data Scientist | Senior Data Scientist,Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Weaviate assessment 65.5/100,not marked open to work,weak:activity_before_signup | weak:repeated_role_description,False,2026-04-16,0.530,60.7,30,False,False,"This 7.4-year Applied ML Engineer built a 10M-user recommender using embedding similarity, engagement features, and A/B testing. Relative to nearby candidates, not marked open to work and location/relocation fit is weaker.",102.000000,9.000000,12.837600,8.000000,12.000000,7.900000,4.669000,5.000000,8.000000,0.600000,1.116000,1.450000,0.000000,0.450000
93,CAND_0096172,171.865920,direct_search_ranking,4,semantic_search,NLP Engineer,NLP Engineer | Applied ML | Building intelligent products,5.2,Krutrim,AI/ML,"Chennai, Tamil Nadu",NLP Engineer | Machine Learning Engineer,Developed a semantic search feature for an internal knowledge base of ~500K documents.,not marked open to work,weak:skill_duration_overrun,False,2026-05-03,0.470,27.4,45,False,False,NLP Engineer with 5.2 years at Krutrim; built sentence-transformer/FAISS semantic search and validated relevance beyond keyword BM25. Main concern: not marked open to work and location/relocation fit is weaker.,102.000000,9.000000,17.637120,8.000000,9.378400,7.900000,1.840400,5.000000,8.000000,0.900000,1.560000,0.650000,0.000000,0.000000
